CVML_UNKNOWN_164, False, False
pineapple, True, True
ping_pong, True, True
pipe, True, True
pistachio, True, True
pistol, True, True
pita, True, True
pitbull, True, True
CVML_UNKNOWN_127, False, False
pizza, True, True
CVML_UNKNOWN_170, False, False
CVML_UNKNOWN_378, False, False
CVML_UNKNOWN_283, False, False
CVML_UNKNOWN_69, False, False
CVML_UNKNOWN_397, False, False
CVML_UNKNOWN_19, False, False
CVML_UNKNOWN_333, False, True
plum, True, True
CVML_UNKNOWN_35, False, True
poinsettia, True, True
poker, True, True
CVML_UNKNOWN_200, False, False
polo, True, True
pomegranate, True, True
pomeranian, True, True
poncho, True, True
poodle, True, True
pool, True, True
popcorn, True, True
CVML_UNKNOWN_85, False, True
popsicle, True, True
porch, True, True
CVML_UNKNOWN_201, False, True
CVML_UNKNOWN_145, False, False
CVML_UNKNOWN_338, False, False
CVML_UNKNOWN_177, False, True
pot_cooking, True, True
potato, True, True
CVML_UNKNOWN_118, False, False
poultry, True, True
power_saw, True, True
CVML_UNKNOWN_107, False, True
CVML_UNKNOWN_253, False, False
pretzel, True, True
CVML_UNKNOWN_279, False, False
CVML_UNKNOWN_174, False, False
printed_page, True, True
CVML_UNKNOWN_180, False, True
CVML_UNKNOWN_51, False, True
propeller, True, True
puck, True, True
pudding, True, True
CVML_UNKNOWN_320, False, False
CVML_UNKNOWN_40, False, True
puffin, True, True
pug, True, True
CVML_UNKNOWN_84, False, False
pumpkin, True, True
puppet, True, True
purse, True, True
putt, True, True
putter, True, True
puzzles, True, True
pylon, True, True
pyramid, True, True
python, True, True
quesadilla, True, True
CVML_UNKNOWN_387, False, True
CVML_UNKNOWN_131, False, False
rabbit, True, True
raccoon, True, True
racquet, True, True
radish, True, True
rafting, True, True
CVML_UNKNOWN_273, False, False
rainbow, True, True
rainforest, True, True
CVML_UNKNOWN_140, False, False
rake, True, True
CVML_UNKNOWN_305, False, False
rambutan, True, True
ramen, True, True
CVML_UNKNOWN_313, False, False
raspberry, True, True
rat, True, True
CVML_UNKNOWN_251, False, False
CVML_UNKNOWN_323, False, True
raven, True, True
receipt, True, True
record, True, True
red_envelope, True, True
red_wine, True, True
refrigerator, True, True
CVML_UNKNOWN_294, False, False
restaurant, True, True
retriever, True, True
revolver, True, True
rhinoceros, True, True
rhubarb, True, True
CVML_UNKNOWN_18, False, False
rice, True, True
CVML_UNKNOWN_204, False, False
rickshaw, True, True
ridgeback, True, True
rifle, True, True
rink, True, True
risotto, True, True
river, True, True
CVML_UNKNOWN_282, False, False
CVML_UNKNOWN_370, False, False
CVML_UNKNOWN_247, False, False
rocket, True, True
rocks, True, True
rodeo, True, True
roe, True, True
rollerblades, True, True
rollercoaster, True, True
rollerskating, True, True
rolling_pin, True, True
rope, True, True
rose, True, True
CVML_UNKNOWN_111, False, False
CVML_UNKNOWN_372, False, False
rottweiler, True, True
roulette, True, True
rowboat, True, True
CVML_UNKNOWN_3, False, False
rugby, True, True
CVML_UNKNOWN_330, False, True
sack, True, True
CVML_UNKNOWN_65, False, False
sailboat, True, True
salad, True, True
salami, True, True
salmon, True, True
CVML_UNKNOWN_392, False, False
CVML_UNKNOWN_290, False, True
samosa, True, True
sand_dune, True, True
sandal, True, True
CVML_UNKNOWN_252, False, False
CVML_UNKNOWN_348, False, False
sandcastle, True, True
sandpiper, True, True
sandwich, True, True
sangria, True, True
santa_claus, True, True
CVML_UNKNOWN_391, False, True
sari, True, True
satay, True, True
CVML_UNKNOWN_97, False, False
CVML_UNKNOWN_29, False, False
sauerkraut, True, True
sauna, True, True
sausage, True, True
saxophone, True, True
CVML_UNKNOWN_335, False, True
scallop, True, True
scarab, True, True
scarecrow, True, True
scarf, True, True
schnauzer, True, True
scissors, True, True
scone, True, True
scooter, True, True
scoreboard, True, True
scorpion, True, True
scrambled_eggs, True, True
CVML_UNKNOWN_295, False, False
screwdriver, True, True
scuba, True, True
seabass, True, True
seahorse, True, True
sealion, True, True
seashell, True, True
seat, True, True
seaweed, True, True
sedan, True, True
CVML_UNKNOWN_119, False, False
semi_truck, True, True
sequoia, True, True
CVML_UNKNOWN_359, False, False
setter, True, True
CVML_UNKNOWN_175, False, False
shark, True, True
shawarma, True, True
CVML_UNKNOWN_143, False, True
CVML_UNKNOWN_182, False, False
sheep, True, True
sheepdog, True, True
shellfish_prepared, True, True
shipyard, True, True
CVML_UNKNOWN_374, False, True
shopping_cart, True, True
shotgun, True, True
CVML_UNKNOWN_293, False, True
CVML_UNKNOWN_218, False, True
CVML_UNKNOWN_9, False, False
sidewalk, True, True
CVML_UNKNOWN_33, False, True
silo, True, True
singer, True, True
skateboard, True, True
skateboarding, True, True
skatepark, True, True
CVML_UNKNOWN_225, False, False
CVML_UNKNOWN_152, False, True
skiing, True, True
CVML_UNKNOWN_190, False, True
skydiving, True, True
skyscraper, True, True
sled, True, True
sledding, True, True
CVML_UNKNOWN_49, False, False
CVML_UNKNOWN_136, False, True
slipper, True, True
CVML_UNKNOWN_60, False, True
smoothie, True, True
snail, True, True
snake, True, True
CVML_UNKNOWN_94, False, True
snapper, True, True
sneakers, True, True
snorkeling, True, True
snow, True, True
CVML_UNKNOWN_281, False, False
snowboard, True, True
snowboarding, True, True
snowman, True, True
CVML_UNKNOWN_7, False, True
snowshoe, True, True
soccer, True, True
sock, True, True
soda, True, True
sofa, True, True
softball, True, True
sombrero, True, True
CVML_UNKNOWN_23, False, False
soup, True, True
CVML_UNKNOWN_151, False, False
CVML_UNKNOWN_309, False, False
CVML_UNKNOWN_191, False, False
spaghetti, True, True
spaniel, True, True
spareribs, True, True
sparkler, True, True
CVML_UNKNOWN_130, False, False
sparrow, True, True
spatula, True, True
speakers_music, True, True
speedboat, True, True
spider, True, True
spiderweb, True, True
CVML_UNKNOWN_186, False, True
spoon, True, True
sportscar, True, True
CVML_UNKNOWN_26, False, True
CVML_UNKNOWN_395, False, False
sprinkler, True, True
CVML_UNKNOWN_199, False, True
CVML_UNKNOWN_93, False, False
squirrel, True, True
stadium, True, True
stained_glass, True, True
stairs, True, True
starfish, True, True
starfruit, True, True
starry, True, True
statue, True, True
steak, True, True
CVML_UNKNOWN_113, False, False
stereo, True, True
CVML_UNKNOWN_367, False, True
CVML_UNKNOWN_10, False, False
stingray, True, True
stir_fry, True, True
stool, True, True
stopwatch, True, True
CVML_UNKNOWN_259, False, False
stork, True, True
stove, True, True
straw_drinking, True, True
CVML_UNKNOWN_334, False, True
straw_hay, True, True
strawberry, True, True
CVML_UNKNOWN_68, False, True
street, True, True
street_sign, True, True
streetcar, True, True
stretcher, True, True
stroller, True, True
strudel, True, True
CVML_UNKNOWN_262, False, False
sugar_cube, True, True
suit, True, True
suitcase, True, True
CVML_UNKNOWN_325, False, False
CVML_UNKNOWN_300, False, True
sun, True, True
sunbathing, True, True
sundial, True, True
CVML_UNKNOWN_88, False, False
sunflower, True, True
CVML_UNKNOWN_244, False, False
sunglasses, True, True
sunhat, True, True
sunrise, True, True
sunset, True, True
surfboard, True, True
surfing, True, True
CVML_UNKNOWN_245, False, False
sushi, True, True
suv, True, True
swan, True, True
CVML_UNKNOWN_342, False, False
swimming, True, True
swimsuit, True, True
CVML_UNKNOWN_42, False, True
swing_playground, True, True
CVML_UNKNOWN_385, False, False
sword, True, True
CVML_UNKNOWN_98, False, False
CVML_UNKNOWN_47, False, False
syringe, True, True
CVML_UNKNOWN_155, False, False
CVML_UNKNOWN_288, False, False
CVML_UNKNOWN_236, False, False
tachometer, True, True
taco, True, True
CVML_UNKNOWN_314, False, False
CVML_UNKNOWN_179, False, True
CVML_UNKNOWN_172, False, False
tapas, True, True
